date,epiyear,epiweek,disease,province,type,cases,cases_low,cases_upp,rates,rates_low,rates_upp
2021-01-04,2021,1,malaria,CABO DELGADO,Observado,10479.0,10479.0,10479.0,403.51960092020295,403.51960092020295,403.51960092020295
2021-01-11,2021,2,malaria,CABO DELGADO,Observado,12643.0,12643.0,12643.0,486.54594760797755,486.54594760797755,486.54594760797755
2021-01-18,2021,3,malaria,CABO DELGADO,Observado,17359.0,17359.0,17359.0,667.6868241249189,667.6868241249189,667.6868241249189
2021-01-25,2021,4,malaria,CABO DELGADO,Observado,21057.0,21057.0,21057.0,809.4922475175853,809.4922475175853,809.4922475175853
2021-02-01,2021,5,malaria,CABO DELGADO,Observado,20126.0,20126.0,20126.0,773.2777024806504,773.2777024806504,773.2777024806504
2021-02-08,2021,6,malaria,CABO DELGADO,Observado,22426.0,22426.0,22426.0,861.2125731666844,861.2125731666844,861.2125731666844
2021-02-15,2021,7,malaria,CABO DELGADO,Observado,22322.0,22322.0,22322.0,856.7617125097179,856.7617125097179,856.7617125097179
2021-02-22,2021,8,malaria,CABO DELGADO,Observado,20295.0,20295.0,20295.0,778.5134628077387,778.5134628077387,778.5134628077387
2021-03-01,2021,9,malaria,CABO DELGADO,Observado,21165.0,21165.0,21165.0,811.4793539130388,811.4793539130388,811.4793539130388
2021-03-08,2021,10,malaria,CABO DELGADO,Observado,22646.0,22646.0,22646.0,867.7807295928661,867.7807295928661,867.7807295928661
2021-03-15,2021,11,malaria,CABO DELGADO,Observado,28030.0,28030.0,28030.0,1073.5153089471876,1073.5153089471876,1073.5153089471876
2021-03-22,2021,12,malaria,CABO DELGADO,Observado,27599.0,27599.0,27599.0,1056.4326836062232,1056.4326836062232,1056.4326836062232
2021-03-29,2021,13,malaria,CABO DELGADO,Observado,23426.0,23426.0,23426.0,896.2194519903494,896.2194519903494,896.2194519903494
2021-04-05,2021,14,malaria,CABO DELGADO,Observado,21589.0,21589.0,21589.0,825.4934147067827,825.4934147067827,825.4934147067827
2021-04-12,2021,15,malaria,CABO DELGADO,Observado,26925.0,26925.0,26925.0,1028.9661056036218,1028.9661056036218,1028.9661056036218
2021-04-19,2021,16,malaria,CABO DELGADO,Observado,29338.0,29338.0,29338.0,1120.6006920562218,1120.6006920562218,1120.6006920562218
2021-04-26,2021,17,malaria,CABO DELGADO,Observado,27351.0,27351.0,27351.0,1044.1274654736046,1044.1274654736046,1044.1274654736046
2021-05-03,2021,18,malaria,CABO DELGADO,Observado,26441.0,26441.0,26441.0,1008.8554568406906,1008.8554568406906,1008.8554568406906
2021-05-10,2021,19,malaria,CABO DELGADO,Observado,20618.0,20618.0,20618.0,786.2384175282994,786.2384175282994,786.2384175282994
2021-05-17,2021,20,malaria,CABO DELGADO,Observado,23238.0,23238.0,23238.0,885.6741345068646,885.6741345068646,885.6741345068646
2021-05-24,2021,21,malaria,CABO DELGADO,Observado,20360.0,20360.0,20360.0,775.5793451483772,775.5793451483772,775.5793451483772
2021-05-31,2021,22,malaria,CABO DELGADO,Observado,17766.0,17766.0,17766.0,676.409335929801,676.409335929801,676.409335929801
2021-06-07,2021,23,malaria,CABO DELGADO,Observado,19538.0,19538.0,19538.0,743.4762147257505,743.4762147257505,743.4762147257505
2021-06-14,2021,24,malaria,CABO DELGADO,Observado,20072.0,20072.0,20072.0,763.4050850128598,763.4050850128598,763.4050850128598
2021-06-21,2021,25,malaria,CABO DELGADO,Observado,17438.0,17438.0,17438.0,662.8655357392394,662.8655357392394,662.8655357392394
2021-06-28,2021,26,malaria,CABO DELGADO,Observado,18707.0,18707.0,18707.0,710.7009400846656,710.7009400846656,710.7009400846656
2021-07-05,2021,27,malaria,CABO DELGADO,Observado,18438.0,18438.0,18438.0,700.1296077224001,700.1296077224001,700.1296077224001
2021-07-12,2021,28,malaria,CABO DELGADO,Observado,19045.0,19045.0,19045.0,722.7885229533657,722.7885229533657,722.7885229533657
2021-07-19,2021,29,malaria,CABO DELGADO,Observado,16596.0,16596.0,16596.0,629.5236657277514,629.5236657277514,629.5236657277514
2021-07-26,2021,30,malaria,CABO DELGADO,Observado,17971.0,17971.0,17971.0,681.3160716188434,681.3160716188434,681.3160716188434
2021-08-02,2021,31,malaria,CABO DELGADO,Observado,17096.0,17096.0,17096.0,647.7877119917238,647.7877119917238,647.7877119917238
2021-08-09,2021,32,malaria,CABO DELGADO,Observado,17172.0,17172.0,17172.0,650.3215601062295,650.3215601062295,650.3215601062295
2021-08-16,2021,33,malaria,CABO DELGADO,Observado,17169.0,17169.0,17169.0,649.8408608689665,649.8408608689665,649.8408608689665
2021-08-23,2021,34,malaria,CABO DELGADO,Observado,16137.0,16137.0,16137.0,610.4520486424799,610.4520486424799,610.4520486424799
2021-08-30,2021,35,malaria,CABO DELGADO,Observado,15692.0,15692.0,15692.0,593.3331890198052,593.3331890198052,593.3331890198052
2021-09-06,2021,36,malaria,CABO DELGADO,Observado,15676.0,15676.0,15676.0,592.3898179533624,592.3898179533624,592.3898179533624
2021-09-13,2021,37,malaria,CABO DELGADO,Observado,17742.0,17742.0,17742.0,670.1276774764297,670.1276774764297,670.1276774764297
2021-09-20,2021,38,malaria,CABO DELGADO,Observado,17739.0,17739.0,17739.0,669.637748090317,669.637748090317,669.637748090317
2021-09-27,2021,39,malaria,CABO DELGADO,Observado,17100.0,17100.0,17100.0,645.1749663470097,645.1749663470097,645.1749663470097
2021-10-04,2021,40,malaria,CABO DELGADO,Observado,15828.0,15828.0,15828.0,596.8670091949103,596.8670091949103,596.8670091949103
2021-10-11,2021,41,malaria,CABO DELGADO,Observado,16582.0,16582.0,16582.0,624.9751808264432,624.9751808264432,624.9751808264432
2021-10-18,2021,42,malaria,CABO DELGADO,Observado,15057.0,15057.0,15057.0,567.1996663137252,567.1996663137252,567.1996663137252
2021-10-25,2021,43,malaria,CABO DELGADO,Observado,13390.0,13390.0,13390.0,504.14984157706124,504.14984157706124,504.14984157706124
2021-11-01,2021,44,malaria,CABO DELGADO,Observado,13886.0,13886.0,13886.0,522.5472389530179,522.5472389530179,522.5472389530179
2021-11-08,2021,45,malaria,CABO DELGADO,Observado,13774.0,13774.0,13774.0,518.0393981178102,518.0393981178102,518.0393981178102
2021-11-15,2021,46,malaria,CABO DELGADO,Observado,13033.0,13033.0,13033.0,489.9289261332544,489.9289261332544,489.9289261332544
2021-11-22,2021,47,malaria,CABO DELGADO,Observado,12928.0,12928.0,12928.0,485.7018735234159,485.7018735234159,485.7018735234159
2021-11-29,2021,48,malaria,CABO DELGADO,Observado,12062.0,12062.0,12062.0,452.9388725337977,452.9388725337977,452.9388725337977
2021-12-06,2021,49,malaria,CABO DELGADO,Observado,10301.0,10301.0,10301.0,386.60048459922615,386.60048459922615,386.60048459922615
2021-12-13,2021,50,malaria,CABO DELGADO,Observado,10786.0,10786.0,10786.0,404.61405555188276,404.61405555188276,404.61405555188276
2021-12-20,2021,51,malaria,CABO DELGADO,Observado,8320.0,8320.0,8320.0,311.94182920477033,311.94182920477033,311.94182920477033
2021-12-27,2021,52,malaria,CABO DELGADO,Observado,10398.0,10398.0,10398.0,389.6467101286331,389.6467101286331,389.6467101286331
2022-01-03,2022,1,malaria,CABO DELGADO,Observado,10720.0,10720.0,10720.0,401.48123865014105,401.48123865014105,401.48123865014105
2022-01-10,2022,2,malaria,CABO DELGADO,Observado,8866.0,8866.0,8866.0,331.8592006108533,331.8592006108533,331.8592006108533
2022-01-17,2022,3,malaria,CABO DELGADO,Observado,7249.0,7249.0,7249.0,271.20327999586647,271.20327999586647,271.20327999586647
2022-01-24,2022,4,malaria,CABO DELGADO,Observado,9604.0,9604.0,9604.0,359.10591895534577,359.10591895534577,359.10591895534577
2022-01-31,2022,5,malaria,CABO DELGADO,Observado,17079.0,17079.0,17079.0,638.2755751386823,638.2755751386823,638.2755751386823
2022-02-07,2022,6,malaria,CABO DELGADO,Observado,24719.0,24719.0,24719.0,923.2809299961713,923.2809299961713,923.2809299961713
2022-02-14,2022,7,malaria,CABO DELGADO,Observado,28577.0,28577.0,28577.0,1066.820515994733,1066.820515994733,1066.820515994733
2022-02-21,2022,8,malaria,CABO DELGADO,Observado,22695.0,22695.0,22695.0,846.7907257935456,846.7907257935456,846.7907257935456
2022-02-28,2022,9,malaria,CABO DELGADO,Observado,27738.0,27738.0,27738.0,1034.3709954626615,1034.3709954626615,1034.3709954626615
2022-03-07,2022,10,malaria,CABO DELGADO,Observado,28804.0,28804.0,28804.0,1073.5532636729201,1073.5532636729201,1073.5532636729201
2022-03-14,2022,11,malaria,CABO DELGADO,Observado,27014.0,27014.0,27014.0,1006.3217505646518,1006.3217505646518,1006.3217505646518
2022-03-21,2022,12,malaria,CABO DELGADO,Observado,22505.0,22505.0,22505.0,837.8945001282625,837.8945001282625,837.8945001282625
2022-03-28,2022,13,malaria,CABO DELGADO,Observado,21547.0,21547.0,21547.0,801.7971687967796,801.7971687967796,801.7971687967796
2022-04-04,2022,14,malaria,CABO DELGADO,Observado,19368.0,19368.0,19368.0,720.3277625209389,720.3277625209389,720.3277625209389
2022-04-11,2022,15,malaria,CABO DELGADO,Observado,21865.0,21865.0,21865.0,812.7704025737261,812.7704025737261,812.7704025737261
2022-04-18,2022,16,malaria,CABO DELGADO,Observado,20468.0,20468.0,20468.0,760.4249136125645,760.4249136125645,760.4249136125645
2022-04-25,2022,17,malaria,CABO DELGADO,Observado,22411.0,22411.0,22411.0,832.1680531695838,832.1680531695838,832.1680531695838
2022-05-02,2022,18,malaria,CABO DELGADO,Observado,22480.0,22480.0,22480.0,834.2664006306665,834.2664006306665,834.2664006306665
2022-05-09,2022,19,malaria,CABO DELGADO,Observado,24516.0,24516.0,24516.0,909.3579745753659,909.3579745753659,909.3579745753659
2022-05-16,2022,20,malaria,CABO DELGADO,Observado,22391.0,22391.0,22391.0,830.093801229774,830.093801229774,830.093801229774
2022-05-23,2022,21,malaria,CABO DELGADO,Observado,22637.0,22637.0,22637.0,838.7665237412759,838.7665237412759,838.7665237412759
2022-05-30,2022,22,malaria,CABO DELGADO,Observado,19108.0,19108.0,19108.0,707.6437713409191,707.6437713409191,707.6437713409191
2022-06-06,2022,23,malaria,CABO DELGADO,Observado,21328.0,21328.0,21328.0,789.43091677104,789.43091677104,789.43091677104
2022-06-13,2022,24,malaria,CABO DELGADO,Observado,19914.0,19914.0,19914.0,736.6977092153238,736.6977092153238,736.6977092153238
2022-06-20,2022,25,malaria,CABO DELGADO,Observado,17223.0,17223.0,17223.0,636.8044345222469,636.8044345222469,636.8044345222469
2022-06-27,2022,26,malaria,CABO DELGADO,Observado,19398.0,19398.0,19398.0,716.8380146029879,716.8380146029879,716.8380146029879
2022-07-04,2022,27,malaria,CABO DELGADO,Observado,18092.0,18092.0,18092.0,668.2085318375395,668.2085318375395,668.2085318375395
2022-07-11,2022,28,malaria,CABO DELGADO,Observado,18543.0,18543.0,18543.0,684.5239361595164,684.5239361595164,684.5239361595164
2022-07-18,2022,29,malaria,CABO DELGADO,Observado,15267.0,15267.0,15267.0,563.2849767428646,563.2849767428646,563.2849767428646
2022-07-25,2022,30,malaria,CABO DELGADO,Observado,15819.0,15819.0,15819.0,583.341630435985,583.341630435985,583.341630435985
2022-08-01,2022,31,malaria,CABO DELGADO,Observado,17073.0,17073.0,17073.0,629.2504721313505,629.2504721313505,629.2504721313505
2022-08-08,2022,32,malaria,CABO DELGADO,Observado,16283.0,16283.0,16283.0,599.8159626267098,599.8159626267098,599.8159626267098
2022-08-15,2022,33,malaria,CABO DELGADO,Observado,15859.0,15859.0,15859.0,583.8875890291429,583.8875890291429,583.8875890291429
2022-08-22,2022,34,malaria,CABO DELGADO,Observado,17589.0,17589.0,17589.0,647.2390685262386,647.2390685262386,647.2390685262386
2022-08-29,2022,35,malaria,CABO DELGADO,Observado,17093.0,17093.0,17093.0,628.6546320110365,628.6546320110365,628.6546320110365
2022-09-05,2022,36,malaria,CABO DELGADO,Observado,17047.0,17047.0,17047.0,626.631181949846,626.631181949846,626.631181949846
2022-09-12,2022,37,malaria,CABO DELGADO,Observado,17824.0,17824.0,17824.0,654.8467995023988,654.8467995023988,654.8467995023988
2022-09-19,2022,38,malaria,CABO DELGADO,Observado,15914.0,15914.0,15914.0,584.365416025287,584.365416025287,584.365416025287
2022-09-26,2022,39,malaria,CABO DELGADO,Observado,14809.0,14809.0,14809.0,543.4948153135156,543.4948153135156,543.4948153135156
2022-10-03,2022,40,malaria,CABO DELGADO,Observado,15421.0,15421.0,15421.0,565.6745882840352,565.6745882840352,565.6745882840352
2022-10-10,2022,41,malaria,CABO DELGADO,Observado,14053.0,14053.0,14053.0,515.2127631102823,515.2127631102823,515.2127631102823
2022-10-17,2022,42,malaria,CABO DELGADO,Observado,11790.0,11790.0,11790.0,432.01846796504276,432.01846796504276,432.01846796504276
2022-10-24,2022,43,malaria,CABO DELGADO,Observado,11911.0,11911.0,11911.0,436.2223895508788,436.2223895508788,436.2223895508788
2022-10-31,2022,44,malaria,CABO DELGADO,Observado,12238.0,12238.0,12238.0,447.9623532994671,447.9623532994671,447.9623532994671
2022-11-07,2022,45,malaria,CABO DELGADO,Observado,12918.0,12918.0,12918.0,472.6042808040639,472.6042808040639,472.6042808040639
2022-11-14,2022,46,malaria,CABO DELGADO,Observado,13504.0,13504.0,13504.0,493.7832816477092,493.7832816477092,493.7832816477092
2022-11-21,2022,47,malaria,CABO DELGADO,Observado,11619.0,11619.0,11619.0,424.63364886353213,424.63364886353213,424.63364886353213
2022-11-28,2022,48,malaria,CABO DELGADO,Observado,11215.0,11215.0,11215.0,409.6534291809123,409.6534291809123,409.6534291809123
2022-12-05,2022,49,malaria,CABO DELGADO,Observado,9976.0,9976.0,9976.0,364.20482797747303,364.20482797747303,364.20482797747303
2022-12-12,2022,50,malaria,CABO DELGADO,Observado,10322.0,10322.0,10322.0,376.6389010113276,376.6389010113276,376.6389010113276
2022-12-19,2022,51,malaria,CABO DELGADO,Observado,8912.0,8912.0,8912.0,325.0188275325083,325.0188275325083,325.0188275325083
2022-12-26,2022,52,malaria,CABO DELGADO,Observado,9203.0,9203.0,9203.0,335.4556134594867,335.4556134594867,335.4556134594867
2023-01-02,2023,1,malaria,CABO DELGADO,Previsto,10877.0,9087.0,14429.0,396.26460958443647,331.05325371078413,525.6879575050185
2023-01-09,2023,2,malaria,CABO DELGADO,Previsto,12454.0,10115.0,16514.0,453.4581622335918,368.3052610714976,601.314394209827
2023-01-16,2023,3,malaria,CABO DELGADO,Previsto,14257.0,11268.0,18012.0,518.8559119932017,410.07206779961814,655.5166641654068
2023-01-23,2023,4,malaria,CABO DELGADO,Previsto,15647.0,12192.0,19653.0,569.1145010000014,443.4547132196906,714.8258917861482
2023-01-30,2023,5,malaria,CABO DELGADO,Previsto,16708.0,12955.0,20685.0,607.4055438312757,470.96149212086107,751.9696612402518
2023-02-06,2023,6,malaria,CABO DELGADO,Previsto,18230.0,13914.0,22312.0,662.374582781345,505.5372753632952,810.6689039205843
2023-02-13,2023,7,malaria,CABO DELGADO,Previsto,18388.0,14047.0,22523.0,667.7561302146624,510.1165385954568,817.8937291416397
2023-02-20,2023,8,malaria,CABO DELGADO,Previsto,17704.0,13035.0,21958.0,642.5673824702139,473.10990785006027,796.9617779357627
2023-02-27,2023,9,malaria,CABO DELGADO,Previsto,17786.0,13149.0,22565.0,645.1946088167585,476.9940400995784,818.5577512352985
2023-03-06,2023,10,malaria,CABO DELGADO,Previsto,18067.0,13270.0,23009.0,655.0240120303624,481.1066434556054,834.2203909171507
2023-03-13,2023,11,malaria,CABO DELGADO,Previsto,18290.0,13573.0,23406.0,662.7587965234964,491.82586576747957,848.1615059179813
2023-03-20,2023,12,malaria,CABO DELGADO,Previsto,17571.0,12738.0,22715.0,636.3704139123797,461.32462966083193,822.6771916460845
2023-03-27,2023,13,malaria,CABO DELGADO,Previsto,16901.0,11801.0,22445.0,611.7836178224372,427.18284304704486,812.4503508872231
2023-04-03,2023,14,malaria,CABO DELGADO,Previsto,16798.0,11580.0,22452.0,607.7124050826076,418.9652748423205,812.2687688120825
2023-04-10,2023,15,malaria,CABO DELGADO,Previsto,17444.0,11932.0,22596.0,630.7568015689639,431.4606049797943,817.04045648721
2023-04-17,2023,16,malaria,CABO DELGADO,Previsto,16634.0,11245.0,22448.0,601.171159768058,406.3972134934894,811.2853233045964
2021-01-04,2021,1,malaria,GAZA,Observado,4150.0,4150.0,4150.0,285.11559204424447,285.11559204424447,285.11559204424447
2021-01-11,2021,2,malaria,GAZA,Observado,4145.0,4145.0,4145.0,284.7335422982153,284.7335422982153,284.7335422982153
2021-01-18,2021,3,malaria,GAZA,Observado,2945.0,2945.0,2945.0,202.27426329584105,202.27426329584105,202.27426329584105
2021-01-25,2021,4,malaria,GAZA,Observado,2751.0,2751.0,2751.0,188.92401216640422,188.92401216640422,188.92401216640422
2021-02-01,2021,5,malaria,GAZA,Observado,2876.0,2876.0,2876.0,197.4816285779812,197.4816285779812,197.4816285779812
2021-02-08,2021,6,malaria,GAZA,Observado,4963.0,4963.0,4963.0,340.74018132073724,340.74018132073724,340.74018132073724
2021-02-15,2021,7,malaria,GAZA,Observado,6110.0,6110.0,6110.0,419.43198886274206,419.43198886274206,419.43198886274206
2021-02-22,2021,8,malaria,GAZA,Observado,6398.0,6398.0,6398.0,439.1425806318766,439.1425806318766,439.1425806318766
2021-03-01,2021,9,malaria,GAZA,Observado,5362.0,5362.0,5362.0,367.9843966929444,367.9843966929444,367.9843966929444
2021-03-08,2021,10,malaria,GAZA,Observado,4896.0,4896.0,4896.0,335.95823578010106,335.95823578010106,335.95823578010106
2021-03-15,2021,11,malaria,GAZA,Observado,4607.0,4607.0,4607.0,316.08463960382045,316.08463960382045,316.08463960382045
2021-03-22,2021,12,malaria,GAZA,Observado,5408.0,5408.0,5408.0,370.99082264196505,370.99082264196505,370.99082264196505
2021-03-29,2021,13,malaria,GAZA,Observado,5748.0,5748.0,5748.0,394.2616682042506,394.2616682042506,394.2616682042506
2021-04-05,2021,14,malaria,GAZA,Observado,5096.0,5096.0,5096.0,349.49280336983486,349.49280336983486,349.49280336983486
2021-04-12,2021,15,malaria,GAZA,Observado,5450.0,5450.0,5450.0,373.7202652385295,373.7202652385295,373.7202652385295
2021-04-19,2021,16,malaria,GAZA,Observado,6554.0,6554.0,6554.0,449.36363006828213,449.36363006828213,449.36363006828213
2021-04-26,2021,17,malaria,GAZA,Observado,6985.0,6985.0,6985.0,478.84971865436717,478.84971865436717,478.84971865436717
2021-05-03,2021,18,malaria,GAZA,Observado,6729.0,6729.0,6729.0,461.23760282568867,461.23760282568867,461.23760282568867
2021-05-10,2021,19,malaria,GAZA,Observado,6811.0,6811.0,6811.0,466.7952392505507,466.7952392505507,466.7952392505507
2021-05-17,2021,20,malaria,GAZA,Observado,6063.0,6063.0,6063.0,415.47459560952376,415.47459560952376,415.47459560952376
2021-05-24,2021,21,malaria,GAZA,Observado,5897.0,5897.0,5897.0,404.04441816439,404.04441816439,404.04441816439
2021-05-31,2021,22,malaria,GAZA,Observado,5078.0,5078.0,5078.0,347.88208455219944,347.88208455219944,347.88208455219944
2021-06-07,2021,23,malaria,GAZA,Observado,5781.0,5781.0,5781.0,395.98955261605863,395.98955261605863,395.98955261605863
2021-06-14,2021,24,malaria,GAZA,Observado,5004.0,5004.0,5004.0,342.720007889957,342.720007889957,342.720007889957
2021-06-21,2021,25,malaria,GAZA,Observado,4080.0,4080.0,4080.0,279.39828019401745,279.39828019401745,279.39828019401745
2021-06-28,2021,26,malaria,GAZA,Observado,4414.0,4414.0,4414.0,302.2298179089312,302.2298179089312,302.2298179089312
2021-07-05,2021,27,malaria,GAZA,Observado,3899.0,3899.0,3899.0,266.9312017175609,266.9312017175609,266.9312017175609
2021-07-12,2021,28,malaria,GAZA,Observado,3463.0,3463.0,3463.0,237.05003788830376,237.05003788830376,237.05003788830376
2021-07-19,2021,29,malaria,GAZA,Observado,3965.0,3965.0,3965.0,271.37645698015837,271.37645698015837,271.37645698015837
2021-07-26,2021,30,malaria,GAZA,Observado,4219.0,4219.0,4219.0,288.72204737395697,288.72204737395697,288.72204737395697
2021-08-02,2021,31,malaria,GAZA,Observado,3621.0,3621.0,3621.0,247.7652545666537,247.7652545666537,247.7652545666537
2021-08-09,2021,32,malaria,GAZA,Observado,3160.0,3160.0,3160.0,216.19240028980727,216.19240028980727,216.19240028980727
2021-08-16,2021,33,malaria,GAZA,Observado,2976.0,2976.0,2976.0,203.57654437024664,203.57654437024664,203.57654437024664
2021-08-23,2021,34,malaria,GAZA,Observado,2451.0,2451.0,2451.0,167.64063756791805,167.64063756791805,167.64063756791805
2021-08-30,2021,35,malaria,GAZA,Observado,2512.0,2512.0,2512.0,171.7896971317549,171.7896971317549,171.7896971317549
2021-09-06,2021,36,malaria,GAZA,Observado,3045.0,3045.0,3045.0,208.2122465725324,208.2122465725324,208.2122465725324
2021-09-13,2021,37,malaria,GAZA,Observado,3845.0,3845.0,3845.0,262.87956013993806,262.87956013993806,262.87956013993806
2021-09-20,2021,38,malaria,GAZA,Observado,4864.0,4864.0,4864.0,332.5029873315268,332.5029873315268,332.5029873315268
2021-09-27,2021,39,malaria,GAZA,Observado,5759.0,5759.0,5759.0,393.63216751957054,393.63216751957054,393.63216751957054
2021-10-04,2021,40,malaria,GAZA,Observado,4628.0,4628.0,4628.0,316.28462609320826,316.28462609320826,316.28462609320826
2021-10-11,2021,41,malaria,GAZA,Observado,5073.0,5073.0,5073.0,346.6499389108919,346.6499389108919,346.6499389108919
2021-10-18,2021,42,malaria,GAZA,Observado,4535.0,4535.0,4535.0,309.8454325640376,309.8454325640376,309.8454325640376
2021-10-25,2021,43,malaria,GAZA,Observado,4287.0,4287.0,4287.0,292.861876037518,292.861876037518,292.861876037518
2021-11-01,2021,44,malaria,GAZA,Observado,4041.0,4041.0,4041.0,276.0194996403755,276.0194996403755,276.0194996403755
2021-11-08,2021,45,malaria,GAZA,Observado,3648.0,3648.0,3648.0,249.14220774963394,249.14220774963394,249.14220774963394
2021-11-15,2021,46,malaria,GAZA,Observado,3804.0,3804.0,3804.0,259.76136643765693,259.76136643765693,259.76136643765693
2021-11-22,2021,47,malaria,GAZA,Observado,4509.0,4509.0,4509.0,307.8616350054178,307.8616350054178,307.8616350054178
2021-11-29,2021,48,malaria,GAZA,Observado,4898.0,4898.0,4898.0,334.3764677611386,334.3764677611386,334.3764677611386
2021-12-06,2021,49,malaria,GAZA,Observado,4211.0,4211.0,4211.0,287.4377223956374,287.4377223956374,287.4377223956374
2021-12-13,2021,50,malaria,GAZA,Observado,4371.0,4371.0,4371.0,298.3190122917534,298.3190122917534,298.3190122917534
2021-12-20,2021,51,malaria,GAZA,Observado,3964.0,3964.0,3964.0,270.50505422725564,270.50505422725564,270.50505422725564
2021-12-27,2021,52,malaria,GAZA,Observado,4173.0,4173.0,4173.0,284.7290263945786,284.7290263945786,284.7290263945786
2022-01-03,2022,1,malaria,GAZA,Observado,5595.0,5595.0,5595.0,381.702303585341,381.702303585341,381.702303585341
2022-01-10,2022,2,malaria,GAZA,Observado,6273.0,6273.0,6273.0,427.8961262201486,427.8961262201486,427.8961262201486
2022-01-17,2022,3,malaria,GAZA,Observado,7289.0,7289.0,7289.0,497.12901005920673,497.12901005920673,497.12901005920673
2022-01-24,2022,4,malaria,GAZA,Observado,6687.0,6687.0,6687.0,456.00602279825534,456.00602279825534,456.00602279825534
2022-01-31,2022,5,malaria,GAZA,Observado,6761.0,6761.0,6761.0,460.9869115445141,460.9869115445141,460.9869115445141
2022-02-07,2022,6,malaria,GAZA,Observado,6934.0,6934.0,6934.0,472.7152493958121,472.7152493958121,472.7152493958121
2022-02-14,2022,7,malaria,GAZA,Observado,6902.0,6902.0,6902.0,470.4666631221482,470.4666631221482,470.4666631221482
2022-02-21,2022,8,malaria,GAZA,Observado,6188.0,6188.0,6188.0,421.73790366001435,421.73790366001435,421.73790366001435
2022-02-28,2022,9,malaria,GAZA,Observado,5778.0,5778.0,5778.0,393.7386156182984,393.7386156182984,393.7386156182984
2022-03-07,2022,10,malaria,GAZA,Observado,6641.0,6641.0,6641.0,452.4828300446964,452.4828300446964,452.4828300446964
2022-03-14,2022,11,malaria,GAZA,Observado,5601.0,5601.0,5601.0,381.56862103920736,381.56862103920736,381.56862103920736
2022-03-21,2022,12,malaria,GAZA,Observado,5522.0,5522.0,5522.0,376.1331846601417,376.1331846601417,376.1331846601417
2022-03-28,2022,13,malaria,GAZA,Observado,6548.0,6548.0,6548.0,445.95608817235643,445.95608817235643,445.95608817235643
2022-04-04,2022,14,malaria,GAZA,Observado,5747.0,5747.0,5747.0,391.34798851083474,391.34798851083474,391.34798851083474
2022-04-11,2022,15,malaria,GAZA,Observado,5098.0,5098.0,5098.0,347.104253150526,347.104253150526,347.104253150526
2022-04-18,2022,16,malaria,GAZA,Observado,5591.0,5591.0,5591.0,380.61666571359325,380.61666571359325,380.61666571359325
2022-04-25,2022,17,malaria,GAZA,Observado,5798.0,5798.0,5798.0,394.6526539335938,394.6526539335938,394.6526539335938
2022-05-02,2022,18,malaria,GAZA,Observado,5319.0,5319.0,5319.0,361.99704767213234,361.99704767213234,361.99704767213234
2022-05-09,2022,19,malaria,GAZA,Observado,5545.0,5545.0,5545.0,377.3243383384664,377.3243383384664,377.3243383384664
2022-05-16,2022,20,malaria,GAZA,Observado,4836.0,4836.0,4836.0,329.03196835414616,329.03196835414616,329.03196835414616
2022-05-23,2022,21,malaria,GAZA,Observado,5473.0,5473.0,5473.0,372.3192571302233,372.3192571302233,372.3192571302233
2022-05-30,2022,22,malaria,GAZA,Observado,5543.0,5543.0,5543.0,377.0276373569567,377.0276373569567,377.0276373569567
2022-06-06,2022,23,malaria,GAZA,Observado,5789.0,5789.0,5789.0,393.70453593327494,393.70453593327494,393.70453593327494
2022-06-13,2022,24,malaria,GAZA,Observado,5228.0,5228.0,5228.0,355.5009142520643,355.5009142520643,355.5009142520643
2022-06-20,2022,25,malaria,GAZA,Observado,4142.0,4142.0,4142.0,281.61353267927194,281.61353267927194,281.61353267927194
2022-06-27,2022,26,malaria,GAZA,Observado,4019.0,4019.0,4019.0,273.21215647939044,273.21215647939044,273.21215647939044
2022-07-04,2022,27,malaria,GAZA,Observado,3788.0,3788.0,3788.0,257.4721643906753,257.4721643906753,257.4721643906753
2022-07-11,2022,28,malaria,GAZA,Observado,3344.0,3344.0,3344.0,227.26098858530034,227.26098858530034,227.26098858530034
2022-07-18,2022,29,malaria,GAZA,Observado,3544.0,3544.0,3544.0,240.8191111437277,240.8191111437277,240.8191111437277
2022-07-25,2022,30,malaria,GAZA,Observado,3754.0,3754.0,3754.0,255.05264452360393,255.05264452360393,255.05264452360393
2022-08-01,2022,31,malaria,GAZA,Observado,3915.0,3915.0,3915.0,265.9534720684319,265.9534720684319,265.9534720684319
2022-08-08,2022,32,malaria,GAZA,Observado,4282.0,4282.0,4282.0,290.8433914974835,290.8433914974835,290.8433914974835
2022-08-15,2022,33,malaria,GAZA,Observado,4486.0,4486.0,4486.0,304.65629730542844,304.65629730542844,304.65629730542844
2022-08-22,2022,34,malaria,GAZA,Observado,5867.0,5867.0,5867.0,398.3871668676597,398.3871668676597,398.3871668676597
2022-08-29,2022,35,malaria,GAZA,Observado,7155.0,7155.0,7155.0,485.7776788042061,485.7776788042061,485.7776788042061
2022-09-05,2022,36,malaria,GAZA,Observado,6123.0,6123.0,6123.0,415.65265205127946,415.65265205127946,415.65265205127946
2022-09-12,2022,37,malaria,GAZA,Observado,5697.0,5697.0,5697.0,386.67928221682547,386.67928221682547,386.67928221682547
2022-09-19,2022,38,malaria,GAZA,Observado,4661.0,4661.0,4661.0,316.3169603168463,316.3169603168463,316.3169603168463
